brand,color,desc,retailPrice,title
ASOS DESIGN,coral,"Maxi dress by ASOS DESIGN    If you didn't have plans, now you doHalter neckRuched topFitted waistbandThigh splitZip-back fasteningRegular fit True to size",20.8,ASOS DESIGN halter neck ruched waist maxi dress with pleat skirt
Missguided,sage,Shirt dress by Missguided    Coming soon to your IG feedSpread collarButton placketLong sleeveRuffle cuffsTie waistRegular fitTrue to sizeExclusive to ASOS,48,Missguided denim shirt dress with frill cuff in sage
ASOS DESIGN,burgundy,Midi dress by ASOS DESIGN    Add-to-bag potential: considerable High neckButton-keyhole backWrap skirtZip-back fasteningRegular fitJust select your usual size,60.75,ASOS DESIGN midi dress with linear embellished bodice and wrap skirt
ASOS Petite,nude spot,Petite dress by ASOS DESIGN         Coming soon to your Saved ItemsPolka-dot printCrew neckLong sleevesTiered skirtButton-keyhole backRegular fitTrue to size,23.2,ASOS DESIGN Petite long sleeve tiered smock mini dress in black/ nude dots
Vero Moda,brown,Dress by Vero Moda    Part of our responsible editRound neckLong sleevesButton-keyhole backRegular fitTrue to size,37.1,Vero Moda Aware jersey midi dress with deep cuffs in chocolate
New Girl Order,grey,Dress by New Girl Order    Act casualMarl finishCrew neckDrop shouldersLogo print to chestRelaxed fitSlouchy cut ,10.25,New Girl Order logo t-shirt dress
ASOS DESIGN,black check,Maxi dress by ASOS DESIGN    The scroll is over Check design     Round neck    Long sleeves    Elasticated cuffs    Smock styleRegular fitTrue to size,22,ASOS DESIGN maxi long sleeve smock dress in black base check
ASOS Curve,black,Plus-size dress by ASOS DESIGN          Cute dressPleated designSpread collarButton placketFloral-embroidered sleevesRelaxed fitLoose cut ,49.4,ASOS DESIGN Curve pleated midi shirt dress with embroidered sleeves in black
Lavish Alice,black,Mini dress by Lavish Alice    Introduce it to your friendsOff-shoulder styleDouble-breasted button fastening Rhinestone waist beltRegular fitJust select your usual size ,29.05,Lavish Alice off shoulder mini dress with rhinestone belt in black
ASOS Curve,purple and orange,Plus-size dress by ASOS DESIGN          The scroll is overFloral printV-neckPuff sleevesElasticated cuffsTiered skirtRegular fitTrue to size,23,ASOS DESIGN Curve textured tiered mini dress in purple and orange floral print
ASOS DESIGN,green/black floral,Midi dress by ASOS DESIGN     Serious add-to-bag potential Floral printV-neckPuff sleevesTie cuffsWrap frontTie sideSide splitRegular fitTrue to size,18.9,ASOS DESIGN cotton poplin smock wrap midi dress in green floral
Liquorish,tropical,Dress by Liquorish    Crack the dress codeAll-over tropical print V-neckFlutter sleevesButton-through front Thigh splitsRegular fit True to size ,56,Liquorish short sleeve midi dress in tropical print
Collusion,grey,Plus-size dress by COLLUSION          Laidback looksCrew neckDrop shouldersSkate graphic printRelaxed fitLoose cutExclusive to ASOS,19.2,COLLUSION Plus Exclusive skate graphic T-shirt dress in gray heather
ASOS DESIGN,blue,Maxi dress by ASOS DESIGN    Takes you from the ceremony to the dancefloorRuched bodiceHigh neckDrape frontButton-loop placketWrap back with snap closureRegular fitTrue to size,48.1,ASOS DESIGN Bridesmaid pinny maxi dress with ruched bodice and layered skirt detail in blue
ASOS DESIGN,black,Dress by ASOS DESIGN    Worth making plans forPartially linedPlunge neckButton frontLong sleevesRuched finishSlim fitCut close to the body,42,ASOS DESIGN ruched button through mini dress in dobby in black
Stradivarius,black,Dress by Stradivarius    Crack the dress codeSpread collarLong sleevesFrill detail to shouldersButton placketTiered skirtRegular fitTrue to size ,15,Stradivarius shirt dress with shoulder frill detail in black
Liquorish,beige,Dress by Liquorish    Cute dressPlain designPlunge neckAngel sleevesWrap front    Tie waist    Regular fitTrue to size,18.2,Liquorish wrap midi crinkled dress in beige
ASOS DESIGN,multi,Mini dress by ASOS DESIGN    Crack the dress codeScribble spot printNotch lapelsPlunge neckPuff shouldersWrap frontDouble-breasted styleButton detailOpen backRuffle hemRegular fitTrue to size,18.9,ASOS DESIGN tux wrap mini dress in black spot print
ASOS DESIGN,oxblood,Mini dress by ASOS DESIGN    Your new go-to    Sleeveless stylePadded shoulders     Raw-cut seams Relaxed fitLoose cut ,13.05,ASOS DESIGN padded shoulder sleeveless mini t-shirt dress in oxblood
Bershka,black,"Mini dress by Bershka    All of the dressing up, none of the frillsSquare neckRuched frontAdjustable cami strapsBody-Conscious fit Figure-hugging cut ",9.85,Bershka mini dress with ruched front in black
Collusion,beige,Shirt dress by COLLUSION    Part of our responsible edit    Spread collar    Press-stud placket        Long sleeves    Press-stud cuffs     Chest pocket detailsSide splits    Frayed hemRelaxed fitSlouchy cutExclusive to ASOS,32,COLLUSION frayed hem mini shirt dress in beige
Vero Moda,magenta,Dress by Vero ModaCute dressHigh frill neckPartial button placketShort sleevesTie cuffsSmock styleRelaxed fitLoose cut,39,Vero Moda mini smock dress in pink
New Girl Order,black,Dress by New Girl Order    Coming soon to your Saved ItemsCrew neckDrop shouldersGraphic print to front and sleevesOversized fitRelaxed and roomy,13.5,New Girl Order oversized long sleeve t-shirt dress with grunge rose print
ASOS Curve,black,Plus-size dress by ASOS DESIGNWorn and shot by one of our models at homeV-neck and backLong sleevesLayered designTie and zip-back fasteningRegular fitTrue to size#AtHomeWithASOS ,21.6,ASOS DESIGN Curve soft layered maxi dress with tie waist detail
ASOS Maternity,mustard/white spot,Maternity dress by ASOS DESIGN    Cute dressSpot printV-neckSleeveless styleLace trimRegular fit    Designed to fit you from bump to baby,40,ASOS DESIGN Maternity sleeveless tiered crinkle maxi dress with lace inserts in mustard spot
Pull&Bear,brown,Dress by Pull&Bear    Worn and shot by one of our models at homeAll-over spot printV-neckLong sleevesWrap frontTie sideRegular fitTrue to size#AtHomeWithASOS ,19,Pull&Bear plisse long sleeved dress in brown
ASOS Curve,sage green,Plus-size dress by ASOS DESIGNTakes you from the ceremony to the dancefloorPleated designSweetheart neck Lace insertCinched waistZip-back fasteningRegular fitTrue to size ,42.75,ASOS DESIGN Curve premium lace and pleat bardot maxi dress
ASOS DESIGN,leopard print,Mini dress by ASOS DESIGN    Crack the dress codeAll-over leopard printRound neckPartial button placketOversized collar with frill edgeHalf sleevesOversized fitRelaxed and roomy ,14.4,ASOS DESIGN mini t-shirt dress with oversized prairie collar in leopard print
Stradivarius,cream,Dress by Stradivarius    Make some legroomSpread collarButton placketDrop shouldersRegular fitTrue to sizeExclusive to ASOS,23,Stradivarius cord shirt dress in ecru
Influence,pink/black,"Dress by Influence    Cute dressAll-over printV-neckLong sleevesShirred, stretch cuffsWrap frontTiered hemRegular fitTrue to size",16,Influence wrap dress in spot print
ASOS DESIGN,black,"Dress by ASOS DESIGN    Crack the dress code    High neck Notch detail with tie fasteningPuff sleeves    Elasticated cuffs     Shirred, stretch waistbandPuff skirtRegular fitTrue to size",14.7,ASOS DESIGN cotton poplin bubble hem mini dress with shirred waist in black
Brave Soul,khaki,Dress by Brave Soul     Act casualPlain designHigh neckLong sleevesGathered waistSmock styleRelaxed fitLoose cut ,11.8,Brave Soul lizzie high neck smock dress in khaki
ASOS DESIGN,black,Dress by ASOS DESIGNShot by one of our stylists at homeOrganza dot overlayPlunge neckLong sleevesRuffle hemSlim fitClose-fitting cut#AtHomeWithASOS ,27,ASOS DESIGN dot organza sleeve plunge tuck mini skater dress in black
ASOS Curve,khaki,Plus-size dress by ASOS DESIGN          Crack the dress code    Plain design     Crew neck    Short sleeves    Ruffle cuffs Super-oversized fitVery relaxed and roomy,19.5,ASOS DESIGN Curve super oversized frill sleeve smock in khaki
Collusion,green,Mini dress by COLLUSION    Dressed to chillColor-block designFunnel neckPartial zip fasteningDrop shouldersRibbed cuffsLogo print to chestRelaxed fitSlouchy cut,16,COLLUSION funnel neck sweat dress in dark green
Missguided,stone,Dress by Missguided    Crack the dress codeColor-block design Spread collarButton placketChest pocketsDrop shouldersButton cuffsRelaxed fitSlouchy cut,31.5,Missguided poplin shirt dress with pocket in stone color block
ASOS Maternity,natural leopard,Maternity dress by ASOS DESIGNSerious add-to-bag potential     Leopard printDouble-layer design ideal for nursing Round neck Long sleevesWrap frontRegular fit    Designed to fit you from bump to baby,32,ASOS DESIGN Maternity Nursing mini wrap dress with long sleeves in leopard print
ASOS DESIGN,gunmetal,Dress by ASOS DESIGN    As seen in sequins All-over embellishmentRound neck Padded shouldersLong sleevesScoop back Relaxed fitLoose cut,23.8,ASOS DESIGN long sleeve v back sequin mini dress in gunmetal
ASOS DESIGN,gray wash,Dress by ASOS DESIGN    Act casualAcid-wash designCrew neckDrop shouldersGraphic print to frontOversized fitRelaxed and roomy,12.6,ASOS DESIGN oversized long sleeve t-shirt dress with wilderness graphic in acid wash gray
Pull&Bear,multi,Mini dress by Pull&Bear    Crack the dress codeLeopard print    V-neckLong sleeves    Wrap frontZip-side fastening Regular fitTrue to size,19.85,Pull&Bear wrap mini dress in leopard print
Y.A.S,super pink,Midi dress by Y.A.S     Part of our responsible editCrew neckLong sleevesZip cuffsSide zips    Regular fitTrue to size,30,Y.A.S satin midi dress with adjustable hidden zips in pink
ASOS Curve,black,Plus-size dress by ASOS DESIGN          Crack the dress codePrairie collarHalf sleevesRegular fitTrue to size,20.8,ASOS DESIGN Curve mini tea dress with oversized prairie collar in black
Collusion,black,Dress by COLLUSION    Your new go-toPlain designRoll-neck Drop shouldersRibbed trims Relaxed fitLoose cutExclusive to ASOS,19.2,COLLUSION roll neck sweater dress in black
ASOS Maternity,navy,Maternity dress by ASOS DESIGN    For that thing you have to go to    Floral embroidery    V-neckLadder-stitch detailingLong sleevesFluted cuffsPleated skirtZip-back fasteningMidi lengthRegular fitDesigned to fit through all stages of pregnancy,42.7,ASOS DESIGN Maternity embroidered pleated midi dress with lace inserts in navy
Parisian,black,Dress by ParisianCue the party playlistCowl neckAdjustable cami strapsZip-back fasteningBody-Conscious fitFigure-hugging cut,14,Parisian velvet cami strap mini dress with cowl neck in black
Y.A.S,lemon,Mini dress by Y.A.S    Cute dress Round neckTie-up front Puff sleeves Smock style Relaxed fitLoose cut ,69,Y.A.S tie front mini smock dress in yellow
Accessorize,black,Dress by Accessorize    Crack the dress codeStripe designTie neckStatement sleevesRuffle hemRegular fitTrue to size,39.6,Accessorize statement shoulder beach dress in black
ASOS DESIGN,soft khaki,Midi dress by ASOS DESIGN     Crack the dress codeV-neck Padded shouldersThree-quarter-length sleevesWrap front Tie-side fastening Regular fitTrue to size ,42,ASOS DESIGN wrap front midi dress with shoulder pad in soft khaki
ASOS DESIGN,sage and black,Dress by ASOS DESIGN    Crack the dress code    Polka-dot printRound neckShort sleevesFrill cuffsSuper-oversized fitVery relaxed and roomy,11.2,ASOS DESIGN super oversized frill sleeve smock in sage and black spot print
ASOS Curve,mono spot,"Plus-size dress by ASOS DESIGN          Crack the dress codeAll-over spot printRound neckLong sleevesShirred, stretch bodiceRegular fitTrue to size",16.1,ASOS DESIGN Curve shirred mini smock dress in spot
In The Style Plus,stone,"Petite dress by In The Style         Collaboration with Influencer Shaughna PhillipsRuched design    Bardot neckOff-shoulder styleGathered cupsFrill sleevesShirred, stretch front     Zip-back fasteningSlim fitClose-fitting cut ",20.25,In The Style Plus x Shaughna puff sleeve shirred mini dress in stone
ASOS Curve,mono polka dot,Plus-size dress by ASOS DESIGN          Crack the dress code    Polka-dot printCrew neck    Long sleeves    Tiered skirtRegular fitTrue to size,14.4,ASOS DESIGN Curve long sleeve tiered smock midi dress in mono micro- dot
ASOS DESIGN,black,Dress by ASOS DESIGN    Serious add-to-bag potentialPlain designCrew neckDrop shouldersMesh sleevesElasticated cuffs    Relaxed fitSlouchy cut,15.95,ASOS DESIGN long sleeve mesh mix t-shirt dress in black
ASOS DESIGN,black floral,Mini dress by ASOS DESIGN    Cute dressFloral designTie neck Puff sleevesSoft pleats to waistFrill hem Smock styleRegular fitTrue to size ,22.45,ASOS DESIGN textured mini tiered smock dress in black floral
sister jane,red star,Midi dress by sister jane     The scroll is overAll-over star print    Plunge neck    Long sleeves    Button cuffsRuffle details     Asymmetric hemRegular fitTrue to size,56.4,Sister Jane midi ruffle dress with full skirt in red star print
ASOS DESIGN,bright green,Mini dress by ASOS DESIGN    Coming soon to your Saved ItemsCowl neckPadded shouldersLong sleevesRuched cuffs    Button-keyhole backRegular fitTrue to size,11.45,ASOS DESIGN cowl neck slinky long sleeve padded shoulder mini dress in bright green
Brave Soul Plus,gray heather,Plus-size dress by Brave Soul    Cute and comfyPlain designHigh neckSmock styleRegular fitTrue to size,10.8,Brave Soul Plus Lizzie high neck smock dress in gray
Miss Selfridge,black,Dress by Miss Selfridge    Our kind of flowers V-neckPuff sleevesWrap frontTie sideRegular fitTrue to size,31,Miss Selfridge wrap midi dress in black floral print
Fashionkilla Plus,gold,Plus-size dress by Fashionkilla          All dressed upRound neckLong sleevesCut-out waistThigh splitBody-Conscious fitFigure-hugging cut,18.1,Fashionkilla Plus glitter cut out long sleeve midi dress in gold
New Look Tall,red pattern,Tall dress by New Look    Cute and comfyAll-over floral printRound neckBlouson sleeves    Ruffle cuffsSmock styleRegular fitTrue to size,18,New Look Tall ruffle sleeve smock dress in burnt orange flirty floral
River Island,pink floral,Dress by River Island    Crack the dress codeFloral designV-neckLong sleevesRuched detailsZip-back fasteningRegular fitTrue to size,27.65,River Island floral ruched bust mini dress in pink
ASOS Petite,black,Petite dress by ASOS DESIGN         You choose the occasionCrew neckShort sleevesPleated skirtZip-back fasteningRegular fitTrue to size,34.4,ASOS DESIGN Petite leather look t-shirt mini skater dress in black
